0,18,108
1,5,26
2,20,175
3,33,61
4,23,237
5,54,63
6,20,106
7,40,93
8,39,17
9,46,79
10,0,121
11,43,79
12,34,149
13,13,115
14,46,78
15,25,32
16,30,62
17,28,8
18,48,19
19,40,35
20,23,34
21,53,137
22,48,94
23,27,8
24,29,120
25,26,134
26,12,111
27,48,93
28,37,6
29,7,20
30,30,25
31,3,199
32,13,62
33,16,72
34,30,35
35,49,38
36,29,172
37,18,95
38,36,54
39,2,202
40,0,175
41,37,138
42,17,59
43,22,39
44,51,70
45,3,22
46,34,57
47,50,80
48,51,145
49,44,68
50,15,198
51,24,19
52,12,96
53,44,0
54,34,13
55,11,88
56,25,82
57,5,0
58,5,39
59,38,194
60,22,19
61,30,35
62,25,21
63,35,94
64,27,14
65,33,24
66,7,83
67,53,41
68,20,30
69,7,140
70,8,25
71,8,45
72,22,174
73,23,173
74,26,178
75,44,1
76,18,121
77,36,24
78,33,163
79,8,76
80,4,29
81,0,161
82,47,23
83,35,39
84,28,38
85,27,19
86,7,21
87,23,10
88,41,194
89,11,30
90,37,12
91,17,54
92,51,30
93,27,179
94,23,18
95,11,2
96,12,76
97,24,185
98,43,62
99,22,11
100,34,67
101,43,52
102,12,23
103,27,1
104,10,28
105,37,19
106,0,215
107,31,5
108,14,177
109,28,89
110,10,167
111,50,22
112,30,161
113,51,13
114,22,2
115,14,18
116,44,56
117,45,169
118,38,60
119,51,166
120,40,0
121,44,220
122,2,111
123,42,72
124,1,85
125,20,29
126,25,182
127,6,164
128,35,47
129,12,247
130,27,197
131,45,215
132,20,27
133,44,47
134,37,34
135,54,71
136,28,153
137,29,17
138,1,27
139,21,18
140,48,143
141,33,64
142,25,98
143,48,85
144,41,35
145,25,84
146,4,13
147,5,153
148,19,26
149,4,158
150,38,247
151,1,21
152,3,131
153,12,72
154,26,41
155,22,116
156,49,1
157,42,22
158,33,125
159,31,146
160,10,53
161,8,4
162,1,19
163,3,37
164,43,13
165,45,1
166,52,168
167,46,55
168,15,86
169,41,24
170,17,86
171,2,69
172,43,40
173,18,50
174,17,7
175,34,129
176,43,48
177,13,4
178,8,9
179,3,4
180,53,12
181,20,15
182,45,37
183,1,61
184,2,22
185,18,106
186,26,7
187,7,61
188,35,72
189,46,75
190,45,4
191,25,110
192,7,13
193,15,37
194,37,2
195,35,22
196,15,112
197,5,173
198,37,69
199,44,202
200,21,22
201,47,177
202,28,62
203,38,47
204,53,136
205,22,139
206,14,127
207,29,124
208,1,124
209,42,206
210,51,249
211,41,18
212,22,33
213,37,90
214,47,10
215,14,66
216,2,235
217,24,136
218,38,116
219,48,73
220,52,48
221,54,35
222,51,188
223,10,14
224,19,8
225,23,197
226,46,104
227,16,13
228,49,4
229,44,134
230,8,58
231,23,29
232,48,29
233,24,31
234,35,37
235,24,27
236,47,57
237,35,75
