0,0,2
1,4,15
2,0,22
3,3,5
4,2,0
5,0,1
6,0,0
7,2,12
8,2,7
9,2,10
10,0,5
11,1,0
12,2,5
13,2,0
14,5,2
15,2,12
16,3,3
17,4,9
18,2,3
19,3,4
20,5,7
21,3,3
22,1,14
23,2,13
24,2,2
25,3,16
26,0,15
27,5,13
28,2,10
29,5,9
30,4,7
31,3,21
32,1,12
33,4,1
34,2,0
35,0,1
36,1,2
37,3,7
38,4,14
39,2,8
40,2,3
41,4,17
42,3,19
43,0,5
44,3,3
45,4,0
46,1,19
47,2,3
48,1,14
49,2,11
50,2,16
51,2,7
52,1,1
53,0,1
54,5,7
55,3,1
56,4,13
57,5,2
58,4,18
59,4,6
60,4,2
61,4,6
62,5,6
63,4,0
64,1,18
65,0,5
66,3,1
67,2,5
68,3,17
69,5,3
70,1,1
71,4,5
72,3,3
73,0,12
74,0,2
75,4,8
76,1,15
77,5,12
78,1,15
79,3,9
80,3,6
81,4,9
82,0,9
83,0,1
84,2,1
85,3,0
86,1,10
87,3,3
88,5,11
89,0,10
90,1,11
91,3,6
92,0,7
93,1,7
94,2,11
95,4,5
96,5,12
97,4,4
98,5,4
99,3,20
100,1,3
101,0,4
102,5,7
103,5,5
104,2,2
105,4,0
106,3,10
107,5,10
108,0,4
109,0,18
110,4,21
111,5,9
112,0,11
113,5,5
114,4,19
115,4,8
116,0,22
117,1,4
118,4,10
119,5,3
120,1,7
121,5,21
122,5,12
123,5,23
124,4,7
125,0,0
126,3,8
127,2,6
128,2,7
129,5,12
130,0,2
131,3,1
132,5,2
133,1,7
134,1,6
135,5,13
136,3,2
137,4,0
138,1,5
139,3,5
140,1,11
141,2,12
142,1,3
143,1,8
144,4,17
145,0,4
146,5,21
147,3,11
148,0,0
149,0,2
150,0,0
151,4,0
152,2,7
153,4,4
154,1,9
155,0,3
156,3,23
157,3,1
158,4,0
159,0,15
160,1,2
161,2,4
162,1,0
163,0,4
164,3,3
165,3,17
166,0,6
167,2,0
168,4,3
169,0,19
170,0,3
171,2,19
172,0,10
173,5,0
174,2,18
175,4,2
176,1,14
177,3,3
178,0,6
179,0,17
180,0,2
181,0,0
182,2,9
183,4,4
184,2,19
185,4,1
186,3,5
187,0,5
188,2,3
189,1,7
190,0,3
191,2,1
192,1,8
193,5,21
194,2,18
195,5,3
196,1,2
197,5,15
198,0,0
199,3,5
200,1,7
201,5,8
202,4,2
203,5,2
204,2,0
205,1,2
206,3,11
207,5,8
208,5,18
209,0,12
210,5,3
211,4,1
212,0,1
213,5,9
214,5,0
215,5,0
216,4,13
217,0,4
218,1,6
219,4,15
220,1,2
221,1,8
222,3,10
223,3,23
224,0,2
225,4,0
226,1,4
227,0,3
228,4,8
229,1,5
230,2,19
231,3,0
232,4,8
233,4,10
234,2,14
235,0,1
236,1,17
237,2,3
238,4,18
239,5,2
240,3,4
241,1,0
242,1,2
243,0,8
244,0,3
245,2,0
246,1,5
247,3,8
248,3,7
249,5,5
250,4,13
251,2,2
252,3,7
253,0,1
254,3,13
255,5,3
256,2,2
257,0,14
258,4,0
259,0,6
260,1,0
261,2,11
262,0,6
263,2,5
264,4,6
265,0,13
266,1,7
267,0,4
268,1,1
269,3,9
270,3,1
271,0,2
272,4,6
273,3,0
274,5,11
275,1,4
276,5,2
277,1,5
278,5,0
279,0,0
280,1,1
281,4,19
282,3,0
283,3,2
284,1,12
285,0,1
286,2,6
287,4,15
288,3,16
289,0,11
290,2,19
291,2,24
292,1,0
293,0,9
294,3,9
295,3,15
296,2,12
297,1,10
298,1,5
299,0,22
300,0,3
301,4,17
302,4,0
303,5,18
304,4,19
305,3,0
306,0,14
307,0,12
308,5,1
309,2,5
310,3,9
311,0,7
312,2,22
313,3,3
314,4,22
315,4,9
316,1,0
317,0,12
318,2,9
319,2,4
320,2,3
321,3,2
322,5,14
323,3,3
324,0,0
325,0,10
326,5,5
327,0,8
328,2,8
329,5,11
330,0,4
331,1,1
332,0,10
333,5,1
334,1,9
335,3,2
336,0,7
337,0,6
338,4,0
339,2,8
340,2,1
341,0,22
342,0,1
343,2,9
344,3,5
345,0,6
346,4,2
347,3,6
348,1,1
349,1,5
350,3,24
351,5,1
352,1,4
353,2,21
354,2,2
355,0,20
356,4,0
357,1,11
358,0,3
359,0,10
360,0,15
361,4,9
362,4,7
363,5,4
364,3,14
365,4,13
366,0,3
367,1,1
368,1,10
369,2,4
370,1,17
371,4,4
372,4,9
373,4,5
374,4,0
375,1,0
376,3,17
377,3,0
378,2,8
379,0,10
380,3,1
381,5,3
382,3,1
383,3,2
384,4,2
385,2,5
386,2,1
387,5,18
388,5,7
389,3,15
390,4,3
391,3,2
392,0,1
393,5,6
394,5,3
395,5,2
396,1,6
397,2,10
398,4,2
399,3,4
400,5,19
401,3,1
402,0,6
403,5,6
404,1,5
405,5,21
406,4,1
407,2,2
408,1,19
409,4,6
410,3,11
411,1,4
412,5,2
413,3,2
414,5,22
415,0,0
416,1,8
417,2,3
418,0,6
419,0,17
420,0,5
421,2,14
422,4,1
423,5,12
424,5,0
425,4,11
426,0,0
427,0,15
428,2,11
429,5,16
430,5,2
431,3,3
432,5,1
433,3,0
434,1,7
435,4,0
436,5,1
437,0,1
438,1,1
439,3,3
440,4,1
441,1,1
442,3,0
443,4,5
444,4,8
445,0,3
446,3,4
447,5,16
448,2,21
449,0,16
450,0,5
451,3,4
452,3,6
453,1,6
454,4,4
455,5,2
456,4,0
457,3,0
458,3,6
459,4,21
460,2,0
461,4,23
462,2,1
463,4,11
464,4,9
465,2,13
466,3,7
467,0,1
468,1,22
469,2,6
470,1,22
471,2,7
472,3,8
473,5,3
474,3,4
475,2,2
476,0,3
477,3,4
478,1,19
479,0,23
480,5,0
481,2,8
482,1,13
483,3,6
484,2,5
485,3,13
486,0,1
487,5,1
488,2,7
489,4,0
490,4,9
491,2,4
492,0,2
493,1,4
494,2,5
495,0,2
496,0,17
497,5,2
498,1,12
499,2,6
500,5,2
501,0,1
502,5,21
503,2,0
504,3,2
505,1,10
506,2,14
507,5,3
508,4,18
509,3,5
510,4,8
511,0,11
512,5,6
513,5,14
514,3,6
515,0,0
516,3,1
517,4,3
518,4,1
519,1,1
520,1,11
521,1,3
522,5,8
523,2,22
524,2,7
525,2,7
526,1,8
527,3,15
528,5,7
529,3,2
530,3,12
531,1,5
532,2,1
533,4,5
534,5,0
535,1,8
536,3,5
537,0,9
538,3,1
539,3,23
540,4,0
541,3,0
542,3,4
543,5,4
544,2,2
545,4,11
546,0,6
547,4,8
548,3,7
549,0,21
550,0,3
551,0,6
552,3,11
553,1,2
554,3,4
555,0,12
556,1,3
557,2,0
558,1,20
559,4,20
560,4,8
561,0,8
562,4,0
563,5,18
564,2,1
565,5,7
566,2,0
567,3,10
568,0,10
569,4,5
570,2,6
571,0,6
572,0,11
573,1,12
574,5,8
575,2,4
576,5,3
577,3,19
578,4,0
579,2,2
580,4,13
581,2,0
582,3,3
583,5,11
584,3,0
585,4,10
586,4,3
587,2,0
588,4,8
589,3,0
590,5,0
591,1,2
592,1,13
593,3,4
594,3,4
595,4,14
596,2,13
597,0,3
598,5,6
599,0,1
600,3,14
601,2,23
602,1,9
603,4,4
604,0,0
605,4,5
606,5,4
607,5,6
608,1,4
609,4,15
610,4,0
611,0,1
612,3,13
613,3,0
614,5,7
615,3,6
616,3,10
617,0,0
618,4,6
619,2,5
620,5,16
621,0,11
622,4,2
623,0,7
624,1,16
625,4,1
626,4,3
627,2,0
628,1,7
629,1,1
630,5,9
631,0,1
632,2,3
633,4,11
634,5,14
635,3,1
636,2,1
637,0,2
638,4,6
639,5,7
640,3,3
641,2,5
642,4,13
643,3,14
644,0,2
645,4,2
646,3,6
647,2,7
648,1,7
649,2,1
650,5,0
651,1,16
652,5,2
653,4,8
654,3,7
655,2,1
656,3,3
657,1,14
658,2,5
659,0,6
660,3,5
661,5,0
662,2,11
663,3,21
664,3,6
665,0,10
666,1,7
667,5,0
668,3,4
669,2,19
670,3,10
671,2,13
672,3,0
673,4,1
674,0,18
675,0,0
676,4,2
677,2,14
678,5,7
679,5,2
680,2,7
681,4,11
682,2,14
683,4,3
684,5,0
685,0,15
686,3,14
687,4,5
688,0,3
689,0,11
690,3,1
