0,1,10
1,5,8
2,4,7
3,4,13
4,2,11
5,2,10
6,2,17
7,4,10
8,2,10
9,3,12
10,1,12
11,1,17
12,2,13
13,3,14
14,3,11
15,4,9
16,1,13
17,1,9
18,2,10
19,2,10
20,5,14
21,2,6
22,5,9
23,1,8
24,3,4
25,3,9
26,1,17
27,4,14
28,4,12
29,3,13
30,3,10
31,3,17
32,3,11
33,2,7
34,2,18
35,1,12
36,2,15
37,3,10
38,4,15
39,5,12
40,2,13
41,2,15
42,1,11
43,1,6
44,4,9
45,3,21
46,2,13
47,2,10
48,4,8
49,3,10
50,4,14
51,4,11
52,3,12
53,2,9
54,1,14
55,3,9
56,3,12
57,4,15
58,5,10
59,3,7
60,3,9
61,5,16
62,3,19
63,1,9
64,1,4
65,4,10
66,4,11
67,0,10
68,5,9
69,3,7
70,3,8
71,4,8
72,1,13
73,4,11
74,4,11
75,3,11
76,2,13
77,3,13
78,3,14
79,3,15
80,3,14
81,0,7
82,3,9
83,3,18
84,4,15
85,0,14
86,5,10
87,2,16
88,0,17
89,0,17
90,5,11
91,3,10
92,4,11
93,3,11
94,2,10
95,1,10
96,2,14
97,4,11
98,4,13
99,3,10
100,1,13
101,4,14
102,2,9
103,3,14
104,3,16
105,2,10
106,3,9
107,1,11
108,2,12
109,3,16
110,3,24
111,5,11
112,5,12
113,4,11
114,3,13
115,2,10
116,5,15
117,5,5
118,4,10
119,2,5
120,4,13
121,4,13
122,1,12
123,0,6
124,3,20
125,3,14
126,2,11
127,4,12
128,4,10
129,1,10
130,5,12
131,4,9
132,3,7
133,1,7
134,1,12
135,0,17
136,4,11
137,1,10
138,2,12
139,1,18
140,1,15
141,1,8
142,0,12
143,3,19
144,5,16
145,5,9
146,3,9
147,5,6
148,1,14
149,3,7
150,2,6
151,4,19
152,1,12
153,1,8
154,5,13
155,1,8
156,2,11
157,2,14
158,2,16
159,1,11
160,3,13
161,4,16
162,1,11
163,4,15
164,1,17
165,4,13
166,2,13
167,3,10
168,4,18
169,3,7
170,3,14
171,4,12
172,1,8
173,4,9
174,2,14
175,4,12
176,4,12
177,4,14
178,2,12
179,4,12
180,2,14
181,2,17
182,2,9
183,1,12
184,1,8
185,0,14
186,2,13
187,1,11
188,2,19
189,4,13
190,4,8
191,4,24
192,2,12
193,2,10
194,3,16
195,3,11
196,1,5
197,4,11
198,3,14
199,0,13
200,2,10
201,1,11
202,5,15
203,3,16
204,5,14
205,4,10
206,5,9
207,2,5
208,1,13
209,2,8
210,2,8
211,5,9
212,2,12
213,4,14
214,1,11
215,2,19
216,3,8
217,3,11
218,2,10
219,4,12
220,2,9
221,0,17
222,1,12
223,3,16
224,2,9
225,2,12
226,1,13
227,3,15
228,3,11
229,2,10
230,3,6
231,2,13
232,1,9
233,1,10
234,3,8
235,1,16
236,5,14
237,4,15
238,5,7
239,3,10
240,5,11
241,1,12
242,3,12
243,3,14
244,2,14
245,1,5
246,1,9
247,5,11
248,5,9
249,4,17
250,5,12
251,4,13
252,1,8
253,2,10
254,0,15
255,3,13
256,2,18
257,0,9
258,4,17
259,5,12
260,3,11
261,3,8
262,2,17
263,1,10
264,3,14
265,3,5
266,3,12
267,5,10
268,2,12
269,1,8
270,4,13
271,4,9
272,2,13
273,1,15
274,3,16
275,1,11
276,0,12
277,5,9
278,4,16
279,5,9
280,5,13
281,2,11
282,2,9
283,3,23
284,4,13
285,2,11
286,4,11
287,0,11
288,2,10
289,3,7
290,2,9
291,1,17
292,4,11
293,3,6
294,1,13
295,3,12
296,1,12
297,2,13
298,2,13
299,5,9
300,2,11
301,1,4
302,2,16
303,3,9
304,3,11
305,2,16
306,0,16
307,3,14
308,3,14
309,5,8
310,4,8
311,3,17
312,5,7
313,2,11
314,3,23
315,1,14
316,0,13
317,3,13
318,0,12
319,3,11
320,1,10
321,4,14
322,2,14
323,3,8
324,1,6
325,0,12
326,2,11
327,4,13
328,1,9
329,5,8
330,3,18
331,2,12
332,1,18
333,1,11
334,4,9
335,2,19
336,3,9
337,5,21
338,1,15
339,3,12
340,1,9
341,4,6
342,1,10
343,3,12
344,5,11
345,1,10
346,0,12
347,4,13
348,3,5
349,2,8
350,1,15
351,3,14
352,0,12
353,3,9
354,5,13
355,3,10
356,2,14
357,2,7
358,5,13
359,4,8
360,3,7
361,2,3
362,2,12
363,0,12
364,3,11
365,2,7
366,3,15
367,4,10
368,3,10
369,2,12
370,0,12
371,4,10
372,3,12
373,3,12
374,4,14
375,2,9
376,5,10
377,1,11
378,5,11
379,2,11
380,4,9
381,0,10
382,1,11
383,4,14
384,3,13
385,3,13
386,3,9
387,2,12
388,0,16
389,2,11
390,1,8
391,3,11
392,5,11
393,3,7
394,4,8
395,4,12
396,0,12
397,1,14
398,0,9
399,5,8
400,5,12
401,2,12
402,3,8
403,0,13
404,0,14
405,2,19
406,3,7
407,3,13
408,2,10
409,3,15
410,0,20
411,2,8
412,0,12
413,2,9
414,2,12
415,2,13
416,1,15
417,2,16
418,4,16
419,2,11
420,3,18
421,3,9
422,2,11
423,2,10
424,2,11
425,5,15
426,1,9
427,2,15
428,5,8
429,2,11
430,2,7
431,4,13
432,1,9
433,5,15
434,1,11
435,1,9
436,2,21
437,5,12
438,2,9
439,3,12
440,1,12
441,1,10
442,3,9
443,4,13
444,1,11
445,1,14
446,4,16
447,5,10
448,2,9
449,1,13
450,5,6
451,5,14
452,4,12
453,2,6
454,3,14
455,1,14
456,5,12
457,2,15
458,1,14
459,4,11
460,1,16
461,3,9
462,4,16
463,2,11
464,3,11
465,2,15
466,3,12
467,1,10
468,4,12
469,1,10
470,1,15
471,3,13
472,4,15
473,2,8
474,1,8
475,3,8
476,3,9
477,2,11
478,1,12
479,2,8
480,3,15
481,5,11
482,4,10
483,3,12
484,4,16
485,5,12
486,2,12
487,4,13
488,3,13
489,3,12
490,2,7
491,2,12
492,3,12
493,3,14
494,0,13
495,4,16
496,0,8
497,5,14
498,4,10
499,2,17
500,1,15
501,2,13
502,2,12
503,2,14
504,4,16
505,2,14
506,2,17
507,3,7
508,1,14
509,5,9
510,4,16
511,3,14
512,3,15
513,5,11
514,1,11
515,1,15
516,5,10
517,2,12
518,2,10
519,5,17
520,4,11
521,2,12
522,3,11
523,0,12
524,1,9
